adult,id,original_language,original_title,popularity,title,release_date
False,21841,en,June 9,1.8641,June 9,2008-06-09
False,2155,en,Reindeer Games,1.8641,Reindeer Games,2000-02-25
False,1070514,ja,ゾン100～ゾンビになるまでにしたい100のこと～,1.864,Zom 100: Bucket List of the Dead,2023-08-03
False,9406,en,An American Werewolf in Paris,1.8639,An American Werewolf in Paris,1997-05-29
False,29960,en,Vampire Circus,1.8638,Vampire Circus,1972-04-30
False,27847,en,Universal Soldier III: Unfinished Business,1.8636,Universal Soldier III: Unfinished Business,1998-10-28
False,662702,ko,엄마의 유혹 2,1.863,Mother's Seduction 2,2020-01-09
False,921452,fr,Jeanne du Barry,1.8629,Jeanne du Barry,2023-05-16
False,23410,en,The Thaw,1.8627,The Thaw,2009-08-30
False,138997,en,The Undertaker,1.8625,The Undertaker,1988-11-01
False,257648,zh,白发魔女传之明月天国,1.8623,The White Haired Witch of Lunar Kingdom,2014-02-14
False,211587,en,Blood Shot,1.8621,Blood Shot,2013-08-01
False,86616,en,The Young Savages,1.862,The Young Savages,1961-05-24
False,1010137,en,Queen of the Trap House 2: Taking the Throne,1.8619,Queen of the Trap House 2: Taking the Throne,2022-07-19
False,572751,en,Seized,1.8678,Seized,2020-10-13
False,477447,ja,劇場版総集編 オーバーロード 不死者の王【前編】,1.8675,Overlord: The Undead King,2017-02-25
False,41211,fr,L'Arnacœur,1.8675,Heartbreaker,2010-03-17
False,658751,de,Betonrausch,1.8674,Rising High,2020-04-17
False,366170,ja,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,1.8674,Yu-Gi-Oh!: The Dark Side of Dimensions,2016-04-23
False,18881,ja,カイト,1.8672,Kite,1998-02-25
False,186254,en,Sirius,1.8671,Sirius,2013-04-23
False,11676,en,Nothing to Lose,1.8671,Nothing to Lose,1997-07-18
False,42657,en,The Mark of Zorro,1.867,The Mark of Zorro,1920-12-05
False,9768,en,Cry-Baby,1.867,Cry-Baby,1990-04-06
False,15136,cn,夕陽天使,1.8669,So Close,2002-05-14
False,763152,es,Donde caben dos,1.8668,More the Merrier,2021-07-30
False,500921,en,Between Worlds,1.8666,Between Worlds,2018-12-21
False,59191,en,Eloise at Christmastime,1.8665,Eloise at Christmastime,2003-11-22
False,1191611,es,Campamento con mamá,1.8664,Camp Crasher,2024-12-05
False,595985,en,Cold Blood,1.8662,Cold Blood,2019-05-15
False,1006911,tr,Sen İnandır,1.8661,Make Me Believe,2023-06-23
False,140605,en,Certain Fury,1.8659,Certain Fury,1985-03-01
False,41517,hi,Ra.One,1.8659,Ra.One,2011-10-24
False,47002,ja,ラブレター,1.865,Love Letter,1995-03-25
False,19185,en,Night of the Living Dead,1.8709,Night of the Living Dead,1990-10-19
False,1290213,th,404 สุขีนิรันดร์..Run Run,1.8708,404 Run Run,2024-11-28
False,1229571,ja,人妻の虜　隣のあさみさん,1.8708,人妻の虜　隣のあさみさん,2023-12-29
False,12500,en,American Ninja,1.8708,American Ninja,1985-08-30
False,664300,en,Shiva Baby,1.8707,Shiva Baby,2021-03-26
False,499088,en,Maya the Bee: The Honey Games,1.8705,Maya the Bee: The Honey Games,2018-02-02
False,177945,ja,そして父になる,1.8704,"Like Father, Like Son",2013-09-24
False,600583,en,The Power of the Dog,1.8702,The Power of the Dog,2021-10-25
False,291860,it,Kick the Cock,1.8702,Kick the Cock,2008-09-04
False,212167,ja,サカサマのパテマ,1.8698,Patema Inverted,2013-11-09
False,495925,ja,映画ドラえもん のび太の宝島,1.8694,Doraemon: Nobita's Treasure Island,2018-03-03
False,3036,en,Mary Shelley's Frankenstein,1.8694,Mary Shelley's Frankenstein,1994-11-04
False,937013,zh,老九门之青山海棠,1.8693,The Mystic Nine: Begonia from Qingshan,2022-02-10
False,761778,en,Set Roaring War,1.8693,Set Roaring War,2020-11-15
False,11817,en,Bulletproof Monk,1.8693,Bulletproof Monk,2003-03-28
False,35669,en,The Satanic Rites of Dracula,1.8689,The Satanic Rites of Dracula,1973-04-17
False,1273049,ta,டிராகன்,1.8687,Dragon,2025-02-21
False,94066,en,Smithereens,1.8685,Smithereens,1982-09-11
False,477489,fr,Dans la brume,1.8683,Just a Breath Away,2018-04-04
False,393624,en,Official Secrets,1.8682,Official Secrets,2019-08-30
False,458253,en,Missing Link,1.8735,Missing Link,2019-04-04
False,282069,ja,寄生獣,1.8735,Parasyte: Part 1,2014-11-29
False,993164,en,Anthropophagus II,1.8734,Anthropophagus II,2023-07-13
False,308453,en,The Bronze,1.8733,The Bronze,2016-01-22
False,273547,en,Kids' R!ghts,1.8732,Kids' R!ghts,2014-05-10
False,1235181,en,Gamble Responsibly,1.8731,Gamble Responsibly,2024-02-06
False,283552,en,The Light Between Oceans,1.873,The Light Between Oceans,2016-09-02
False,1937,en,Bonjour Tristesse,1.8728,Bonjour Tristesse,1958-01-15
False,403510,en,Tom and Jerry: Back to Oz,1.8726,Tom and Jerry: Back to Oz,2016-06-21
False,10353,fr,Les Couloirs du temps : Les Visiteurs II,1.8726,The Visitors II: The Corridors of Time,1998-02-11
False,429473,en,Lou,1.8725,Lou,2022-09-23
False,800787,en,A Good Person,1.8723,A Good Person,2023-03-23
False,51209,en,Kill the Irishman,1.8722,Kill the Irishman,2011-03-10
False,9754,en,Firewall,1.8722,Firewall,2006-02-08
False,870671,en,The Hunting,1.8721,The Hunting,2022-01-21
False,452034,ko,자유부인,1.8721,Madame Freedom,2017-04-04
False,9871,en,Ginger Snaps,1.8721,Ginger Snaps,2001-03-13
False,140785,ja,檻の中の妖精,1.8716,Fairy in a Cage,1977-06-04
False,16418,en,Barbie Presents: Thumbelina,1.8716,Barbie Presents: Thumbelina,2009-02-24
False,357786,ja,傷物語〈Ⅰ鉄血篇〉,1.871,Kizumonogatari Part 1: Tekketsu,2016-01-08
False,948635,ko,딸래미들,1.8763,Little Daughters,2022-02-25
False,537190,ko,창궐,1.8763,Rampant,2018-10-25
False,234838,ml,ക്ലാസ്‌മേറ്റ്സ്,1.8763,Classmates,2006-08-25
False,49514,cn,特警新人類2,1.8762,Gen-Y Cops,2000-11-17
False,4031,fr,Les Valseuses,1.8762,Going Places,1974-03-20
False,728526,en,Encounter,1.876,Encounter,2021-12-03
False,382272,ja,"デスノート, Light up the NEW world",1.8759,Death Note: Light Up the NEW World,2016-10-29
False,1229349,zh,热辣滚烫,1.8753,Yolo,2024-02-10
False,24271,en,The Maiden Heist,1.8753,The Maiden Heist,2009-05-09
False,975902,en,Boudica,1.8752,Boudica,2023-10-26
False,31592,en,The Old Dark House,1.875,The Old Dark House,1932-10-20
False,14872,en,The Cutting Edge: Going for the Gold,1.8749,The Cutting Edge: Going for the Gold,2006-02-07
False,591120,ko,해적: 도깨비 깃발,1.8745,The Pirates: The Last Royal Treasure,2022-01-26
False,10985,en,The New Guy,1.8745,The New Guy,2002-05-10
False,797166,en,The Red Nightmare,1.8744,The Red Nightmare,2021-02-01
False,11400,en,The New World,1.8743,The New World,2005-12-25
False,58495,en,Dead Sexy,1.8742,Dead Sexy,2001-10-02
False,2616,en,Uncle Buck,1.8742,Uncle Buck,1989-08-16
False,450594,en,Unacknowledged,1.8741,Unacknowledged,2017-05-23
False,1183905,de,Trunk - Locked In,1.874,Trunk - Locked In,2023-11-24
False,1397854,it,Mica è Colpa Mia,1.8786,The Love Scam,2025-01-01
False,762409,en,Night Has Fallen,1.8784,Night Has Fallen,
False,28460,ja,劇場版 美少女戦士セーラームーンSuperS セーラー9戦士集結！ブラック・ドリーム・ホールの奇跡,1.8783,Sailor Moon SuperS: The Movie - Black Dream Hole,1995-12-23
False,2925,en,The First Wives Club,1.8781,The First Wives Club,1996-09-20
False,28032,en,Thumbelina,1.878,Thumbelina,1994-03-30
False,1006026,ko,우리가족같이,1.8779,Like My Family,2018-10-29
False,411143,en,Tau,1.8779,Tau,2018-06-29
False,543831,ko,옆집 누나들,1.8778,Next Door Sisters,2018-06-26
False,433251,en,Naked,1.8777,Naked,2017-08-11
False,67396,en,Day of the Warrior,1.8775,Day of the Warrior,1996-02-14
False,472674,en,The Goldfinch,1.8773,The Goldfinch,2019-09-12
False,48127,en,The North Star,1.8773,The North Star,1943-11-04
False,916821,en,Gasoline Alley,1.8772,Gasoline Alley,2022-02-25
False,596161,en,Let Him Go,1.8772,Let Him Go,2020-11-05
False,602666,zh,唐人街探案3,1.8769,Detective Chinatown 3,2021-02-12
False,2789,en,The Chronicles of Riddick,1.8769,The Chronicles of Riddick,2004-06-11
False,452970,ja,劇場版 マジンガーZ ／ INFINITY,1.8768,Mazinger Z: Infinity,2017-10-27
False,9540,en,Dead Ringers,1.8768,Dead Ringers,1988-09-23
False,1050922,en,Gini Mal Pokuru,1.8766,Gini Mal Pokuru,2021-12-03
False,1380553,tl,Ungol,1.8764,Ungol,2024-11-08
False,2028,en,Say Anything...,1.8807,Say Anything...,1989-04-14
False,1368487,en,Macbeth,1.8806,Macbeth,2025-02-05
False,937020,ta,ஜெயிலர்,1.8805,Jailer,2023-08-10
False,485918,en,The Godfathers of Hardcore,1.8804,The Godfathers of Hardcore,2018-12-12
False,21588,it,DellaMorte DellAmore,1.8804,Cemetery Man,1994-03-25
False,42941,en,30 Days of Night: Dark Days,1.8803,30 Days of Night: Dark Days,2010-10-04
False,98008,it,Nerosubianco,1.8801,Attraction,1969-02-26
False,452910,zh,悟空傳,1.88,Immortal Demon Slayer,2017-07-13
False,347608,cn,女色狼,1.8798,Indecent Woman,1999-09-18
False,66129,fr,Les Tuche,1.8797,The Tuche Family,2011-06-30
False,752100,en,The Haunting at Death Valley Junction,1.8796,The Haunting at Death Valley Junction,2020-10-06
False,455842,en,Elliot: The Littlest Reindeer,1.8796,Elliot: The Littlest Reindeer,2018-11-08
False,59468,en,The Way,1.8796,The Way,2010-09-10
False,41498,ja,ワンピース フィルム ストロングワールド,1.8796,One Piece Film: Strong World,2009-12-12
False,1141233,fr,Super Papa,1.8794,Super Papa,2024-08-07
False,753232,en,The Commando,1.8793,The Commando,2022-01-07
False,18731,cn,黃飛鴻之鐵雞鬥蜈蚣,1.8792,Last Hero in China,1993-04-01
False,282984,en,Irrational Man,1.879,Irrational Man,2015-07-17
False,1120762,te,రాబిన్ హుడ్,1.8788,Robinhood,2025-03-28
False,41463,en,My Favorite Wife,1.8787,My Favorite Wife,1940-05-17
False,622420,en,The Jack in the Box,1.8855,The Jack in the Box,2019-11-09
False,11660,en,Following,1.8855,Following,1999-05-06
False,16925,en,Scourge,1.8854,Scourge,2008-01-31
False,787723,en,13 Minutes,1.8851,13 Minutes,2021-10-29
False,927855,tr,Aşk Taktikleri,1.8847,Love Tactics,2022-02-11
False,1002088,ko,크로스,1.8841,Mission: Cross,2024-08-08
False,611014,uk,Фокстер і Макс,1.8838,Foxter and Max,2019-09-19
False,11041,en,The Beverly Hillbillies,1.8833,The Beverly Hillbillies,1993-10-15
False,444090,no,Askeladden - I Dovregubbens hall,1.8832,The Ash Lad: In the Hall of the Mountain King,2017-09-29
False,9557,en,Boat Trip,1.8829,Boat Trip,2002-10-01
False,467867,en,Paterno,1.8828,Paterno,2018-04-07
False,1241921,en,A Big Bold Beautiful Journey,1.8827,A Big Bold Beautiful Journey,2025-09-18
False,249660,en,God's Not Dead,1.8826,God's Not Dead,2014-03-21
False,294652,en,Son of a Gun,1.8825,Son of a Gun,2014-10-16
False,31602,en,The Chase,1.8825,The Chase,1966-02-18
False,11569,en,Hellraiser III: Hell on Earth,1.8819,Hellraiser III: Hell on Earth,1992-09-11
False,43255,ja,赤線地帯,1.8815,Street of Shame,1956-03-18
False,280019,ko,황제를 위하여,1.8812,For the Emperor,2014-06-11
False,377447,zh,铁道飞虎,1.881,Railroad Tigers,2016-12-23
False,18224,en,Bionicle 3: Web of Shadows,1.8808,Bionicle 3: Web of Shadows,2005-10-11
False,112198,fr,Le Prénom,1.8881,What's in a Name,2012-04-25
False,17494,en,Unlawful Entry,1.8881,Unlawful Entry,1992-06-26
False,188434,en,Hideout in the Sun,1.888,Hideout in the Sun,1960-07-01
False,10676,en,Halloween III: Season of the Witch,1.8878,Halloween III: Season of the Witch,1982-10-22
False,21832,ja,新世紀エヴァンゲリオン劇場版 シト新生,1.8876,Neon Genesis Evangelion: Death and Rebirth,1997-03-15
False,36848,en,A Connecticut Yankee in King Arthur's Court,1.8875,A Connecticut Yankee in King Arthur's Court,1949-04-18
False,232679,en,When the Game Stands Tall,1.8874,When the Game Stands Tall,2014-08-22
False,11054,en,Hairspray,1.8874,Hairspray,1988-02-26
False,508664,en,Danger Close: The Battle of Long Tan,1.8871,Danger Close: The Battle of Long Tan,2019-08-08
False,4255,en,The Party at Kitty and Stud's,1.8871,The Party at Kitty and Stud's,1970-02-10
False,308032,en,The Stanford Prison Experiment,1.8867,The Stanford Prison Experiment,2015-07-17
False,843416,en,Daddio,1.8863,Daddio,2024-06-27
False,53168,cn,喜劇之王,1.8863,King of Comedy,1999-02-08
False,760727,es,Swingers,1.8862,Swingers,2008-11-27
False,43364,ja,西鶴一代女,1.8862,The Life of Oharu,1952-04-17
False,162903,en,The Fifth Estate,1.886,The Fifth Estate,2013-10-11
False,25053,ja,空気人形,1.8858,Air Doll,2009-09-26
False,13505,en,The Perfect Score,1.8858,The Perfect Score,2004-01-30
False,35170,cn,蛇鶴八步,1.8857,Snake & Crane Arts of Shaolin,1978-03-08
False,570480,en,Trouble,1.8856,Trouble,2019-08-08
False,583406,en,Judas and the Black Messiah,1.8904,Judas and the Black Messiah,2021-02-12
False,279914,en,The Identical,1.89,The Identical,2014-09-05
False,38035,it,Sweet Sugar,1.89,Sweet Sugar,1972-06-09
False,978726,ko,내 여친은 에로배우,1.8895,My Girlfriend is an Erotic Actress,2021-10-07
False,9549,en,The Right Stuff,1.8895,The Right Stuff,1983-10-20
False,256917,en,The Water Diviner,1.8894,The Water Diviner,2014-12-25
False,27588,en,Forget Me Not,1.8893,Forget Me Not,2009-10-22
False,10188,en,The Sisterhood of the Traveling Pants 2,1.8892,The Sisterhood of the Traveling Pants 2,2008-08-06
False,815638,en,Redemption for Easter,1.8888,Redemption for Easter,2021-03-01
False,37961,ja,カイジ 人生逆転ゲーム,1.8888,Kaiji: The Ultimate Gambler,2009-10-10
False,484886,en,Singularity,1.8887,Singularity,2017-11-24
False,10141,en,Dirty Rotten Scoundrels,1.8887,Dirty Rotten Scoundrels,1988-12-14
False,2114,en,Final Fantasy: The Spirits Within,1.8887,Final Fantasy: The Spirits Within,2001-07-02
False,1231818,ko,과외의 목적,1.8886,Purpose of Tutoring,2023-12-07
False,537056,en,Batman: Hush,1.8885,Batman: Hush,2019-07-19
False,203835,en,Amityville: The Awakening,1.8884,Amityville: The Awakening,2017-06-30
False,934758,ja,尻を撫でまわしつづけた男 痴漢日記3,1.8883,Molester Diary: A Man Who Kept Stroking Ass 3,1996-01-01
False,833593,ko,이공삼칠,1.8883,2037,2022-06-08
False,407448,en,Detroit,1.8881,Detroit,2017-07-28
False,112198,fr,Le Prénom,1.8881,What's in a Name,2012-04-25
False,5851,en,Showtime,1.8947,Showtime,2002-03-14
False,78450,zh,恐怖份子,1.8946,Terrorizers,1986-12-19
False,57431,en,The Sitter,1.8946,The Sitter,2011-12-09
False,12779,en,Swept Away,1.8946,Swept Away,2002-10-11
False,739993,en,Metal Lords,1.8938,Metal Lords,2022-04-08
False,494734,zh,解忧杂货店,1.8938,Namiya,2017-12-29
False,12556,en,Ghosts of Girlfriends Past,1.8934,Ghosts of Girlfriends Past,2009-05-01
False,9589,de,Christiane F. - Wir Kinder vom Bahnhof Zoo,1.8931,Christiane F.,1981-04-02
False,83140,it,C'è Sartana... vendi la pistola e comprati la bara,1.893,Sartana's Here... Trade Your Pistol for a Coffin,1970-08-07
False,644092,en,Finding ʻOhana,1.8926,Finding ʻOhana,2021-01-29
False,582913,en,The Room,1.8923,The Room,2019-09-12
False,397061,cn,危險任務,1.8922,Dangerous Duty,1996-04-27
False,456154,fr,Croc-Blanc,1.892,White Fang,2018-03-28
False,21840,en,The Misfit Brigade,1.892,The Misfit Brigade,1987-07-02
False,1360170,es,"María, ¡Me muero!",1.8919,"Maria, I'm Dying!",2024-10-31
False,440161,en,The Sisters Brothers,1.8919,The Sisters Brothers,2018-09-19
False,28794,it,Quella villa accanto al cimitero,1.8917,The House by the Cemetery,1981-08-14
False,74018,en,A Cinderella Story: Once Upon a Song,1.8916,A Cinderella Story: Once Upon a Song,2011-09-05
False,416477,en,The Big Sick,1.8912,The Big Sick,2017-03-30
False,642538,ja,犬王,1.8911,Inu-Oh,2022-05-28
False,44629,en,Animal Kingdom,1.8975,Animal Kingdom,2010-06-03
False,729720,fr,Le Dernier Mercenaire,1.8974,The Last Mercenary,2021-07-30
False,1382007,zh,你行！你上！,1.8971,You are the Best,2025-07-17
False,560020,en,The Prison,1.8971,The Prison,1974-05-24
False,948632,ko,에이아이 섹스호텔,1.8968,AI Sex Hotel,2022-02-25
False,20567,ja,不良姐御伝 猪の鹿お蝶,1.8968,Sex and Fury,1973-02-17
False,1143190,en,Fear the Night,1.8964,Fear the Night,2023-07-21
False,218784,en,Freaks of Nature,1.8964,Freaks of Nature,2015-10-30
False,760868,sv,Svart krabba,1.8963,Black Crab,2022-03-18
False,14320,en,Great Expectations,1.8963,Great Expectations,1946-12-26
False,12610,en,Osmosis Jones,1.8963,Osmosis Jones,2001-08-10
False,1132152,ta,ஏஸ்,1.8957,Ace,2025-05-23
False,697251,ko,장모의유혹,1.8954,Temptation of Mother-in-Law,2019-02-22
False,330764,fr,Le Tout Nouveau Testament,1.8954,The Brand New Testament,2015-09-02
False,1018289,ko,18 성인배우 이수의 섹스 판타지,1.8953,18 Year Old Adult Actress Lee Soo's Sex Fantasy,2021-01-21
False,1106581,kn,Mr. Bachelor,1.8952,Mr. Bachelor,2023-01-06
False,687933,en,Fat Fiction,1.8951,Fat Fiction,2020-03-13
False,283591,en,The Secret Scripture,1.895,The Secret Scripture,2017-03-23
False,50393,en,Kung Fu Panda Holiday,1.895,Kung Fu Panda Holiday,2010-11-26
False,615643,en,Minari,1.8949,Minari,2021-02-12
False,411736,en,Batman: Return of the Caped Crusaders,1.9003,Batman: Return of the Caped Crusaders,2016-10-08
False,567608,en,Last Moment of Clarity,1.9002,Last Moment of Clarity,2020-05-19
False,853637,en,Misrule,1.9,Misrule,2017-10-19
False,27233,ja,キッズ・リターン,1.9,Kids Return,1996-07-27
False,390061,en,Mark Felt: The Man Who Brought Down the White House,1.8996,Mark Felt: The Man Who Brought Down the White House,2017-09-28
False,800367,en,The Actor,1.8995,The Actor,2025-03-14
False,1089123,en,Daddy's Head,1.8994,Daddy's Head,2024-10-10
False,157843,en,Queen of the Desert,1.8994,Queen of the Desert,2015-09-03
False,339530,en,Tremors 5: Bloodlines,1.8993,Tremors 5: Bloodlines,2015-10-06
False,65055,en,Shark Night 3D,1.8993,Shark Night 3D,2011-09-02
False,326215,en,Ooops! Noah Is Gone...,1.8992,Ooops! Noah Is Gone...,2015-03-26
False,21191,es,Sin nombre,1.8988,Sin Nombre,2009-03-20
False,16761,es,Una película de huevos,1.8988,A Movie of Eggs,2006-04-21
False,318541,ko,워킹걸,1.8986,Casa Amor: Exclusive for Ladies,2015-01-07
False,521784,ar,Karmouz War,1.8985,Karmouz War,2018-06-15
False,11176,en,The Muppet Movie,1.8985,The Muppet Movie,1979-06-22
False,1508889,te,షో టైమ్,1.8984,Show Time,2025-07-04
False,455411,en,Tom and Jerry: Willy Wonka and the Chocolate Factory,1.8984,Tom and Jerry: Willy Wonka and the Chocolate Factory,2017-06-28
False,976720,en,Vesper,1.8982,Vesper,2022-08-17
False,13335,en,Harold & Kumar Escape from Guantanamo Bay,1.8977,Harold & Kumar Escape from Guantanamo Bay,2008-04-25
False,1455132,en,Oklahoma City Bombing: American Terror,1.9021,Oklahoma City Bombing: American Terror,2025-04-17
False,1254624,en,Night Always Comes,1.9021,Night Always Comes,2025-08-14
False,10461,en,Get Carter,1.9021,Get Carter,2000-10-06
False,826749,en,Fortress,1.902,Fortress,2021-12-17
False,678489,zh,女鬼橋,1.902,The Bridge Curse,2020-02-27
False,58224,en,Mr. Popper's Penguins,1.9019,Mr. Popper's Penguins,2011-06-17
False,654754,en,Billie Eilish: The World's a Little Blurry,1.9018,Billie Eilish: The World's a Little Blurry,2021-02-26
False,254474,en,Zombeavers,1.9015,Zombeavers,2014-10-20
False,967998,pt,Conspiração Fatal,1.9011,Fatal Conspiracy,2022-05-26
False,859041,zh,疯狂的拳头,1.9011,Crazy Fist,2021-05-06
False,245703,en,Midnight Special,1.9011,Midnight Special,2016-02-18
False,760793,en,Truth,1.901,Truth,2020-08-21
False,13528,en,Gaslight,1.901,Gaslight,1944-05-04
False,755033,en,Life After The Navigator,1.9009,Life After The Navigator,2020-11-09
False,50926,en,The Great Rupert,1.9008,The Great Rupert,1950-03-01
False,335788,en,Renegades,1.9007,Renegades,2017-08-21
